user,id,rating
AE2BONZRGGSHEQSHMXC4UGO5BPMQ,B09B45DLQG,5.0
AE2BONZRGGSHEQSHMXC4UGO5BPMQ,B0C4YHLT1M,4.0
AE2BONZRGGSHEQSHMXC4UGO5BPMQ,B0C5D8X3JT,4.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B00EM5UOE6,4.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B00JL5I61A,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B014F1UKI6,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B015IJIO5U,3.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B06Y2W66F5,1.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B07L5B64RG,3.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B07L6RCDP7,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B07T3GZVMD,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B0817CVBLV,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B095QBH5ZB,1.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B09857JRP2,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B09PWCF6T9,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B0C9NGP88D,5.0
AE2BV2H57ERXAPW7SOAXFLWA2S2Q,B0CBK1WSMR,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B000UMFQHA,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B00H35YIJE,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B00HTWQWFO,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B06XH7487S,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B07YMGPV7P,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B07ZW1GBVT,4.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B087X1CF8G,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B096K2LZKH,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B09JYJYK1N,5.0
AE2BZY5FWI5KSBCEU4CRCDSX2XUQ,B0BHSG5C3G,5.0
AE2FOCAUC4T32XH6ULOODO2KLBQQ,B01MSVSA4X,5.0
AE2FOCAUC4T32XH6ULOODO2KLBQQ,B08BW2TBD7,5.0
AE2FOCAUC4T32XH6ULOODO2KLBQQ,B09R2TMLJR,5.0
AE2FOCAUC4T32XH6ULOODO2KLBQQ,B0BHSG5C3G,5.0
AE2FOCAUC4T32XH6ULOODO2KLBQQ,B0BPLFP5P6,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B003GEBGA0,4.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B01DE4DVO0,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B01H0PACWI,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B07CQ19T1J,4.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B08SJY4T7K,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B09396NY1C,3.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B09RJZSQML,2.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B09Y1QWK5W,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B09YDBKT7M,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B0C4FVS3L7,5.0
AE2FR7SKS6WTM5HLF6Z7JAUJEYLQ,B0C6HZ3ZVT,3.0
AE2FVHKZX4B7CHJ437DM4Y5ZI5OA,B01DE4DPSC,5.0
AE2FVHKZX4B7CHJ437DM4Y5ZI5OA,B074QKLW4N,5.0
AE2FVHKZX4B7CHJ437DM4Y5ZI5OA,B07C484BHP,5.0
AE2FVHKZX4B7CHJ437DM4Y5ZI5OA,B07CYRYQ8G,5.0
AE2HGQP6BGT74HSIUHBPXPAIDZNQ,B0BHZQGJ2L,5.0
AE2HGQP6BGT74HSIUHBPXPAIDZNQ,B0BTHDNV8Z,5.0
AE2HGQP6BGT74HSIUHBPXPAIDZNQ,B0C4YHLT1M,5.0
AE2IOGVBIDZ2N5EGKQNEECUBGGFQ,B074QKLW4N,5.0
AE2IOGVBIDZ2N5EGKQNEECUBGGFQ,B07MDT5WJX,5.0
AE2IOGVBIDZ2N5EGKQNEECUBGGFQ,B07ZW1GBVT,5.0
AE2IOGVBIDZ2N5EGKQNEECUBGGFQ,B098LHYD3K,5.0
AE2IOGVBIDZ2N5EGKQNEECUBGGFQ,B0CBK1WSMR,5.0
AE2J4FRI34DOF44SAU4FEYVBMHXA,B0925F8LPD,5.0
AE2J4FRI34DOF44SAU4FEYVBMHXA,B09R6GDRV4,5.0
AE2J4FRI34DOF44SAU4FEYVBMHXA,B09VT45772,5.0
AE2J4FRI34DOF44SAU4FEYVBMHXA,B0CB98SMQR,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B005M0CK9M,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B0098DFNY8,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B01MRJUB7Z,3.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B01MSVSA4X,4.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B07849RG3X,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B09D9HYFYY,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B0BFKKVQZT,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B0BR2G8WYG,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B0BT9R8MMV,5.0
AE2K24O37OHQ43KGC7UKRLKWQO3Q,B0BZJ3ZS8B,5.0
AE2L3RNETKEI7HZPRNW5NXUIXVSQ,B0BKZ61YJJ,5.0
AE2LORLIA3GU5SADJTFOJMNPMFEQ,B00HTWQYSO,5.0
AE2LORLIA3GU5SADJTFOJMNPMFEQ,B00JER27MO,5.0
AE2LORLIA3GU5SADJTFOJMNPMFEQ,B018SA2CPE,5.0
AE2LORLIA3GU5SADJTFOJMNPMFEQ,B09BF8XDF4,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0002KZEAE,4.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B00GK75WXC,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B015WUVA5G,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B01LKYTQOK,1.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B07226MCY6,4.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B078L11275,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B07TDNWYSB,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B097Q9W8MW,4.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B09NXQ86L1,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0B81FBRNV,3.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0B8Z6192W,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0BKR2ZM9X,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0BL8897K3,5.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0BLZD2X18,4.0
AE2NWSTL7JJJWOCBKZCZF6KDQIZQ,B0BRS6V8G4,5.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B00724YM7E,5.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B01C5TBX68,5.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B01FM8IN3U,4.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B081PQR33C,3.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B0B3NJ1TDB,5.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B0B8M2Q1DS,1.0
AE2O73Q3TAFGWMDXU2PWWMLLJQGQ,B0C3Q29DML,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B005M0KLGQ,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B00O6KT5HO,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B01DBS2U9G,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B078KTV8L4,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B07XP6MHQT,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B08VJC3GCM,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B09PBL98Q4,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B0B8M5FJ9W,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B0B8YWPB3K,4.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B0BT2Z1DF1,5.0
AE2OMSOXSLWYUFGXDDLNLQQDGIZA,B0C61YVW2S,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B0002E3FBA,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B079P9LDHN,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07B16JL73,4.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07B9W2XFS,4.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07D4QCBX4,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07GFH8NTB,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07T3GZVMD,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B07V46KRD8,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B081592T7F,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B09M7CK2WK,4.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B0BKZ3GCGR,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B0BPLFP5P6,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B0BTC9YJ2W,5.0
AE2OQ55HLV5XO54DWLE4PB5XUNPA,B0BW41MRGK,5.0
AE2PBTRUTQ2AHINFZYFSB5W7HK3Q,B00TH3YPDE,5.0
AE2PBTRUTQ2AHINFZYFSB5W7HK3Q,B07B4ZZVDV,5.0
AE2PBTRUTQ2AHINFZYFSB5W7HK3Q,B07N1RPV4J,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B00WJ3HL5I,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B01CS87RGQ,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B01DE4DPSC,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B09M7F7LFB,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B09MMT45P1,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B09PBL98Q4,1.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0BFR1KZ9H,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0BPJ4Q6FJ,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0BR2G8WYG,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0BRS6V8G4,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0BSGM6CQ9,5.0
AE2QESVYJ52OMV6PGRIAVRPQRQYA,B0C54RRCKG,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B000U0DU34,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B00OYUSHJS,4.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B019ONS4TC,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B01MSVSA4X,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B06W2NS7RW,3.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B0817CVBLV,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B095XCZXNQ,3.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B0B1SF7C4M,3.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B0BPJ4Q6FJ,5.0
AE2QZHC46ZIID55OX245QWWHIW2Q,B0C67HCGBR,5.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B001R76D42,5.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B00DY1F2CS,5.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B00YJ5C46K,5.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B015IJIO5U,4.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B07JMQQC91,5.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B08XMGNB3W,4.0
AE2SNEBKDHQIZCKJIBV5JOPUWJ4Q,B097FMTZCP,4.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B001FSZR4U,3.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B00CPLODUU,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B00IFOTSJW,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B07BSZNKTM,2.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B07CBT4SYD,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B083FTGJ5Z,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B08JMQR2JK,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B08R5GM6YB,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B097Q9W8MW,4.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B09RJZSQML,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BFKKVQZT,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BG95DG2H,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BGQG84Y4,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BPJ4Q6FJ,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BSGM6CQ9,4.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BTC9YJ2W,5.0
AE2TQUALUTZLMEWBULG5K65EOQSQ,B0BXT384GR,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B00GG20DJ4,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B00RVE9X06,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B01LYJMHXV,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B06ZZCMP8L,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B07BLM53Z1,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B07GBQ4LGV,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B07KDYH2DF,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B08H7VTXWK,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B09857JRP2,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B0BR2G8WYG,5.0
AE2U5BCHHRJRQ2XMSFOIGGUOE5GQ,B0C18CV4TS,5.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B000PR3JEM,5.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B07RS1QKGK,1.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B08N636GN1,4.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B0B8Z2T4PS,5.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B0BSGM6CQ9,5.0
AE2UAX6FKOATMA25QYWDPOB7YYAQ,B0BT855NFQ,4.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B01ANNNKMI,4.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B07YK57N2M,5.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B0928HW2P4,5.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B09PBL98Q4,5.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B0B2LMZ9RT,5.0
AE2USGPFAF6ILEPCHCDU7I4IJPKA,B0BT3B7GTY,5.0
AE2W3LOFCYOIFV5RO2VQ7LBXCZTA,B00GG20DJ4,5.0
AE2W3LOFCYOIFV5RO2VQ7LBXCZTA,B099NYHNRG,5.0
AE2W3LOFCYOIFV5RO2VQ7LBXCZTA,B09MMT45P1,5.0
AE2W3LOFCYOIFV5RO2VQ7LBXCZTA,B0C67HCGBR,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0002D01KO,3.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0018TG8HQ,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B005H2007E,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B00M9BSZMI,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B01DE4DTAG,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B077GK1J7N,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B079P9LDHN,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B07DWLYGKH,4.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B07N5MJDBF,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B08DM9NFLH,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B08JMQR2JK,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B097Q9W8MW,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B09CSNM1YM,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B09PWCF6T9,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0B8M2Q1DS,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0BGQG84Y4,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0BH599FJY,5.0
AE2W7OBJ45J4J52CGH7OFWHQZJQA,B0BW41MRGK,5.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B00CPLODUU,1.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B00T631UTC,2.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B012VQ5A7S,5.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B015IJIO5U,5.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B019JX565C,5.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B09R2TMLJR,5.0
AE2WZY7VQBZACDED2YNOZ75AGWNA,B09RJZSQML,5.0
AE2X7PQQIBV5CPVMPUSGXJZTZ53Q,B075MPFFRV,5.0
